photos,price_reduced_amount,description.sold_price,description.sqft,description.baths,description.garage,description.stories,description.beds,products.brand_name,description.type_townhomes,days_listed,n_amenities,n_high_amenities,age_yrs,n_rooms
1,0.0,300000.0,2736.0,3.0,0.0,1.0,6.0,1,0,128,3.0,1.0,128,9.0
1,0.0,360000.0,2074.0,3.0,0.0,1.0,6.0,1,0,129,2.0,0.0,123,9.0
1,0.0,610000.0,5100.0,6.0,0.0,1.0,12.0,1,0,114,1.0,0.0,113,18.0
1,0.0,123000.0,975.0,2.0,1.0,1.0,2.0,1,0,162,7.0,3.0,35,4.0
1,0.0,325000.0,4496.0,4.0,0.0,1.0,9.0,2,0,145,4.0,1.0,103,13.0
1,0.0,300000.0,1894.0,2.0,1.0,1.0,3.0,2,0,70,8.0,3.0,100,5.0
1,4999.0,65000.0,650.0,1.0,1.0,1.0,1.0,2,0,161,6.0,2.0,58,2.0
1,0.0,380000.0,2498.0,3.0,0.0,1.0,7.0,1,0,110,2.0,0.0,110,10.0
1,11325.0,261250.0,1042.0,1.0,0.0,1.0,4.0,2,0,50,4.0,1.0,80,5.0
1,0.0,635000.0,8010.0,7.0,3.0,1.0,10.0,1,0,151,6.0,2.0,104,17.0
1,0.0,25000.0,1630.5,0.0,0.0,1.0,0.0,1,0,77,2.0,1.0,51,0.0
1,30000.0,303000.0,2315.0,3.0,0.0,1.0,6.0,1,0,53,4.0,1.0,128,9.0
1,0.0,307000.0,6930.0,1.0,0.0,1.0,2.0,1,0,37,3.0,1.0,100,3.0
1,0.0,285000.0,3696.0,2.0,2.0,1.0,4.0,2,0,57,4.0,1.0,97,6.0
1,100.0,700000.0,4400.0,4.0,0.0,1.0,5.0,1,0,77,7.0,2.0,123,9.0
1,0.0,220000.0,1510.0,2.0,1.0,1.0,2.0,1,0,56,2.0,1.0,125,4.0
1,0.0,412000.0,3798.0,6.0,0.0,1.0,6.0,2,0,43,6.0,3.0,108,12.0
1,0.0,290000.0,3150.0,3.0,2.0,1.0,3.0,1,0,44,4.0,2.0,72,6.0
1,0.0,355000.0,1568.0,2.0,2.0,1.0,3.0,1,0,81,4.0,0.0,28,5.0
1,0.0,154900.0,1064.0,2.0,0.0,2.0,3.0,2,1,43,2.0,0.0,39,5.0
1,0.0,154000.0,1064.0,2.0,0.0,2.0,3.0,1,1,55,3.0,0.0,39,5.0
1,0.0,340000.0,2016.0,3.0,0.0,2.0,4.0,1,0,41,2.0,0.0,46,7.0
1,5000.0,430000.0,2204.0,3.0,2.0,2.0,4.0,1,0,90,9.0,4.0,20,7.0
1,0.0,250000.0,1134.0,2.0,1.0,1.0,3.0,3,0,74,3.0,1.0,68,5.0
1,0.0,325000.0,2080.0,2.0,2.0,1.0,3.0,1,0,34,3.0,0.0,29,5.0
1,0.0,410000.0,1649.0,2.0,2.0,2.0,3.0,1,0,91,2.0,0.0,1,5.0
1,15100.0,374000.0,1744.0,3.0,1.0,2.0,4.0,1,0,105,6.0,2.0,45,7.0
1,19901.0,320000.0,2361.0,3.0,1.0,1.0,3.0,1,0,172,4.0,1.0,50,6.0
1,10000.0,275000.0,1734.0,3.0,1.0,2.0,3.0,1,1,159,4.0,1.0,18,6.0
1,0.0,401000.0,2240.0,4.0,2.0,3.0,4.0,2,0,36,8.0,3.0,6,8.0
1,0.0,800000.0,1965.0,3.0,0.0,2.0,3.0,1,0,99,11.0,9.0,4,6.0
1,0.0,265000.0,1092.0,1.0,0.0,1.0,3.0,2,0,44,3.0,0.0,49,4.0
1,10000.0,335000.0,1850.0,3.0,2.0,2.0,4.0,1,0,66,6.0,4.0,60,7.0
1,0.0,285000.0,2095.0,2.0,0.0,1.0,4.0,2,0,40,4.0,0.0,59,6.0
1,3000.0,118000.0,1000.0,2.0,0.0,1.0,2.0,1,0,51,9.0,3.0,43,4.0
1,5100.0,249900.0,1804.0,2.0,1.0,3.0,3.0,1,1,54,5.0,1.0,25,5.0
1,1000.0,250000.0,1220.0,2.0,0.0,2.0,3.0,2,1,81,5.0,2.0,5,5.0
1,0.0,285000.0,1746.0,2.0,1.0,2.0,4.0,1,0,47,5.0,4.0,58,6.0
1,0.0,315000.0,2297.0,2.0,1.0,3.0,4.0,1,0,79,6.0,3.0,143,6.0
1,0.0,180000.0,1260.0,2.0,1.0,2.0,3.0,3,1,31,4.0,0.0,29,5.0
1,0.0,145000.0,1524.0,3.0,0.0,2.0,3.0,1,1,37,2.0,0.0,45,6.0
1,0.0,405000.0,3085.0,3.0,0.0,2.0,5.0,1,0,103,4.0,1.0,19,8.0
1,0.0,75000.0,980.0,1.0,0.0,1.0,3.0,1,0,35,0.0,0.0,53,4.0
1,0.0,505000.0,2570.0,3.0,2.0,2.0,4.0,1,0,121,2.0,0.0,24,7.0
1,0.0,241000.0,1955.0,3.0,1.0,3.0,3.0,1,1,28,2.0,0.0,16,6.0
1,0.0,217000.0,1360.0,3.0,0.0,2.0,2.0,1,1,70,4.0,0.0,39,5.0
1,0.0,510000.0,4182.0,4.0,4.0,1.0,3.0,2,0,123,5.0,3.0,16,7.0
1,10000.0,250000.0,2306.0,2.0,0.0,2.0,3.0,1,0,61,3.0,1.0,63,5.0
1,0.0,280000.0,3088.0,0.0,0.0,1.0,4.0,3,0,85,1.0,0.0,123,4.0
1,5000.0,250000.0,985.0,2.0,0.0,1.0,3.0,1,0,58,2.0,0.0,43,5.0
1,3000.0,115000.0,800.0,2.0,0.0,3.0,2.0,1,0,82,9.0,3.0,42,4.0
1,0.0,290000.0,1770.0,2.0,1.0,2.0,4.0,1,0,575,3.0,0.0,45,6.0
1,0.0,149900.0,1064.0,2.0,0.0,2.0,3.0,3,1,37,2.0,0.0,38,5.0
1,0.0,450000.0,1943.0,2.0,2.0,1.0,2.0,1,0,97,8.0,3.0,5,4.0
1,36000.0,283000.0,2200.0,3.0,0.0,3.0,5.0,2,0,85,1.0,0.0,93,8.0
1,0.0,231000.0,1064.0,1.0,0.0,1.0,3.0,1,0,56,4.0,2.0,72,4.0
1,0.0,585000.0,2770.0,3.0,2.0,2.0,4.0,1,0,104,5.0,3.0,2,7.0
1,0.0,300000.0,1202.0,2.0,1.0,1.0,2.0,2,1,52,7.0,3.0,10,4.0
1,0.0,455555.0,3532.0,3.0,2.0,1.0,4.0,1,0,35,8.0,5.0,8,7.0
1,0.0,390000.0,2300.0,3.0,2.0,2.0,4.0,1,0,36,3.0,0.0,34,7.0
1,23000.0,405000.0,1794.0,2.0,2.0,1.0,3.0,1,0,119,5.0,1.0,8,5.0
1,6000.0,279000.0,1848.0,2.0,2.0,2.0,3.0,1,1,75,4.0,1.0,18,5.0
1,0.0,319999.0,2081.0,3.0,1.0,2.0,3.0,3,1,49,10.0,4.0,16,6.0
1,0.0,135500.0,1126.0,2.0,0.0,1.0,3.0,1,0,13,3.0,1.0,71,5.0
1,0.0,410000.0,1824.0,2.0,2.0,1.0,4.0,1,0,13,8.0,5.0,31,6.0
1,0.0,490000.0,2521.0,3.0,2.0,1.0,3.0,1,0,41,7.0,4.0,15,6.0
1,0.0,211000.0,1054.0,2.0,0.0,1.0,3.0,1,0,34,6.0,3.0,30,5.0
1,0.0,200000.0,1024.0,2.0,0.0,2.0,2.0,2,0,42,6.0,2.0,57,4.0
1,0.0,284900.0,1792.0,3.0,0.0,2.0,3.0,2,1,34,7.0,4.0,42,6.0
1,0.0,415000.0,1296.0,2.0,0.0,2.0,2.0,1,0,68,8.0,5.0,69,4.0
1,0.0,194628.0,1222.0,2.0,2.0,1.0,3.0,1,0,30,6.0,2.0,27,5.0
1,0.0,520000.0,2584.0,2.0,2.0,1.0,4.0,1,0,43,11.0,6.0,36,6.0
1,16500.0,68000.0,1116.0,2.0,0.0,1.0,2.0,1,0,134,5.0,3.0,61,4.0
1,0.0,145000.0,928.0,2.0,0.0,2.0,2.0,2,1,31,6.0,3.0,40,4.0
1,0.0,350000.0,1648.0,2.0,2.0,1.0,3.0,1,1,36,8.0,4.0,23,5.0
1,10000.0,169500.0,1512.0,2.0,2.0,1.0,3.0,1,0,43,4.0,4.0,47,5.0
1,10000.0,297000.0,1411.0,2.0,2.0,1.0,3.0,1,0,190,9.0,4.0,23,5.0
1,25100.0,570000.0,2667.0,3.0,2.0,1.0,3.0,1,0,78,7.0,5.0,25,6.0
1,0.0,460000.0,1768.0,3.0,2.0,2.0,3.0,1,0,35,6.0,3.0,5,6.0
1,0.0,312000.0,1624.0,2.0,2.0,1.0,3.0,1,0,52,9.0,4.0,26,5.0
1,0.0,425000.0,1893.0,2.0,2.0,1.0,4.0,1,0,47,9.0,4.0,29,6.0
1,0.0,244500.0,1174.0,2.0,0.0,1.0,2.0,1,1,31,11.0,6.0,33,4.0
1,0.0,299000.0,1706.0,2.0,2.0,1.0,3.0,1,0,37,7.0,4.0,18,5.0
1,1000.0,59000.0,1088.0,2.0,0.0,1.0,4.0,2,0,218,0.0,0.0,64,6.0
1,0.0,79000.0,850.0,1.0,0.0,1.0,3.0,2,0,36,6.0,2.0,66,4.0
1,0.0,660000.0,3281.0,4.0,2.0,1.0,4.0,1,0,88,9.0,5.0,20,8.0
1,0.0,570000.0,2966.0,4.0,2.0,2.0,5.0,1,0,46,9.0,5.0,17,9.0
1,8000.0,60000.0,1630.5,0.0,0.0,1.0,0.0,1,0,58,1.0,1.0,52,0.0
1,0.0,55000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,52,0.0
1,0.0,228000.0,1250.0,2.0,0.0,2.0,3.0,1,0,35,7.0,2.0,48,5.0
1,1000.0,151000.0,1209.0,3.0,0.0,2.0,3.0,2,0,65,9.0,4.0,20,6.0
1,0.0,430000.0,2440.0,3.0,2.0,2.0,4.0,2,0,48,9.0,5.0,43,7.0
1,9900.0,172000.0,1137.0,2.0,0.0,1.0,3.0,1,0,121,4.0,1.0,25,5.0
1,0.0,295000.0,1452.0,2.0,0.0,1.0,3.0,1,0,125,7.0,4.0,58,5.0
1,15000.0,185000.0,1512.0,3.0,0.0,1.0,4.0,2,0,118,3.0,2.0,53,7.0
1,0.0,282000.0,1553.0,2.0,2.0,1.0,3.0,2,0,48,8.0,4.0,30,5.0
1,0.0,472500.0,2045.0,3.0,2.0,1.0,3.0,1,0,76,10.0,3.0,19,6.0
1,0.0,68000.0,710.0,1.0,0.0,1.0,1.0,2,0,53,5.0,2.0,57,2.0
1,0.0,810000.0,2670.0,3.0,3.0,1.0,4.0,2,0,38,8.0,5.0,4,7.0
1,0.0,194900.0,960.0,2.0,0.0,2.0,2.0,2,1,43,7.0,3.0,36,4.0
1,25100.0,278000.0,1865.0,2.0,0.0,1.0,4.0,1,0,159,8.0,4.0,47,6.0
1,10000.0,236000.0,2590.0,2.0,0.0,1.0,3.0,1,0,167,5.0,1.0,54,5.0
1,10000.0,415000.0,2123.0,2.0,2.0,1.0,4.0,1,0,69,7.0,4.0,22,6.0
1,0.0,112000.0,1155.0,2.0,0.0,2.0,3.0,1,0,54,7.0,3.0,5,5.0
1,0.0,559900.0,2142.0,3.0,2.0,1.0,4.0,1,0,43,5.0,3.0,8,7.0
1,14100.0,234900.0,1248.0,2.0,2.0,1.0,3.0,2,0,56,7.0,2.0,33,5.0
1,0.0,50000.0,1012.0,2.0,0.0,2.0,3.0,1,0,53,4.0,1.0,32,5.0
1,0.0,425000.0,4290.0,8.0,0.0,2.0,8.0,1,0,47,5.0,2.0,54,16.0
1,0.0,875000.0,2518.0,4.0,2.0,1.0,3.0,1,0,53,8.0,5.0,6,7.0
1,0.0,200000.0,1083.0,3.0,3.0,2.0,2.0,1,1,19,12.0,6.0,40,5.0
1,0.0,388000.0,1003.0,2.0,2.0,1.0,2.0,1,0,74,10.0,5.0,19,4.0
1,10000.0,232000.0,1132.0,1.0,1.0,2.0,2.0,1,0,113,11.0,5.0,64,3.0
1,18000.0,395000.0,1152.0,3.0,0.0,2.0,2.0,2,0,57,11.0,7.0,34,5.0
1,0.0,136000.0,700.0,1.0,0.0,1.0,1.0,1,0,102,8.0,2.0,41,2.0
1,0.0,287000.0,1111.0,1.0,0.0,1.0,1.0,1,0,43,13.0,6.0,41,2.0
1,0.0,330000.0,2400.0,3.0,2.0,2.0,3.0,1,0,46,9.0,6.0,18,6.0
1,15000.0,154000.0,792.0,1.0,0.0,1.0,2.0,1,0,83,7.0,4.0,58,3.0
1,3000.0,350000.0,1059.0,2.0,0.0,1.0,2.0,1,0,101,8.0,3.0,19,4.0
1,10000.0,225900.0,1507.0,3.0,1.0,2.0,3.0,1,1,73,12.0,6.0,22,6.0
1,0.0,188000.0,1373.0,2.0,0.0,1.0,4.0,2,0,31,4.0,2.0,79,6.0
1,0.0,642500.0,2046.0,2.0,0.0,1.0,4.0,3,0,30,10.0,6.0,68,6.0
1,14999.0,325000.0,1448.0,2.0,0.0,1.0,3.0,2,0,194,8.0,4.0,87,5.0
1,0.0,620000.0,5526.0,5.0,2.0,3.0,6.0,2,0,109,15.0,7.0,6,11.0
1,10100.0,247400.0,581.0,1.0,0.0,1.0,1.0,1,0,66,11.0,5.0,84,2.0
0,0.0,135000.0,920.0,1.0,0.0,1.0,3.0,2,0,69,3.0,2.0,74,4.0
1,4000.0,585000.0,2140.0,4.0,2.0,3.0,3.0,1,1,118,13.0,7.0,10,7.0
1,15000.0,230000.0,1364.0,3.0,2.0,3.0,2.0,2,0,155,10.0,5.0,41,5.0
1,0.0,220000.0,786.0,1.0,1.0,1.0,1.0,1,0,41,11.0,5.0,59,2.0
1,0.0,1915000.0,4569.0,5.0,2.0,3.0,4.0,1,0,92,10.0,6.0,98,9.0
1,5000.0,200000.0,1529.0,3.0,0.0,2.0,3.0,2,1,89,6.0,3.0,19,6.0
1,0.0,1375000.0,5465.0,5.0,2.0,1.0,5.0,1,0,55,10.0,6.0,45,10.0
1,0.0,710000.0,1630.5,4.0,2.0,3.0,3.0,1,1,14,12.0,8.0,5,7.0
1,0.0,200000.0,1300.0,2.0,0.0,1.0,3.0,2,0,57,6.0,2.0,19,5.0
1,35000.0,670000.0,1315.0,2.0,3.0,1.0,1.0,1,0,106,11.0,5.0,14,3.0
1,0.0,1410000.0,5702.0,5.0,2.0,2.0,4.0,1,0,39,12.0,7.0,3,9.0
1,0.0,710000.0,2740.0,4.0,2.0,3.0,3.0,1,1,18,12.0,8.0,5,7.0
1,175000.0,2600000.0,2569.0,3.0,3.0,2.0,2.0,1,0,227,10.0,7.0,7,5.0
1,0.0,530000.0,2172.0,4.0,2.0,3.0,4.0,1,1,67,10.0,5.0,25,8.0
1,0.0,410000.0,1630.5,0.0,0.0,1.0,0.0,1,0,35,6.0,2.0,104,0.0
1,0.0,210000.0,1256.0,2.0,0.0,3.0,2.0,1,0,20,7.0,3.0,61,4.0
1,0.0,565000.0,1630.5,3.0,0.0,2.0,5.0,1,0,36,11.0,7.0,44,8.0
1,20000.0,705000.0,1700.0,3.0,2.0,1.0,3.0,1,0,164,12.0,7.0,14,6.0
1,0.0,240000.0,1364.0,3.0,0.0,2.0,3.0,1,1,21,9.0,5.0,21,6.0
1,10000.0,420000.0,1086.0,1.0,0.0,1.0,2.0,1,0,74,10.0,5.0,104,3.0
1,0.0,1400000.0,2574.0,3.0,0.0,3.0,3.0,1,0,60,11.0,7.0,15,6.0
1,9000.0,390000.0,1363.0,2.0,2.0,1.0,2.0,2,0,151,13.0,7.0,16,4.0
1,0.0,1180000.0,3206.0,3.0,0.0,1.0,3.0,2,0,25,9.0,6.0,37,6.0
1,0.0,340000.0,1694.0,3.0,0.0,2.0,3.0,2,0,33,4.0,3.0,8,6.0
1,15000.0,250000.0,1600.0,3.0,1.0,2.0,3.0,1,1,91,10.0,5.0,21,6.0
1,0.0,89500.0,936.0,1.0,0.0,1.0,3.0,3,0,69,4.0,2.0,74,4.0
1,0.0,525000.0,1900.0,3.0,0.0,2.0,3.0,1,1,70,12.0,7.0,43,6.0
1,0.0,225000.0,1575.0,2.0,0.0,2.0,3.0,2,1,32,9.0,6.0,39,5.0
1,0.0,467500.0,1849.0,2.0,0.0,2.0,4.0,1,0,27,10.0,5.0,74,6.0
1,0.0,305000.0,840.0,1.0,0.0,1.0,2.0,2,0,32,10.0,4.0,63,3.0
1,4000.0,226000.0,1368.0,3.0,0.0,2.0,4.0,1,1,116,3.0,1.0,6,7.0
1,26000.0,988750.0,3791.0,5.0,2.0,2.0,5.0,1,0,68,16.0,9.0,60,10.0
0,0.0,880000.0,592.0,1.0,0.0,1.0,2.0,1,0,0,0.0,0.0,94,3.0
0,0.0,1048000.0,799.0,1.0,0.0,1.0,3.0,1,0,0,0.0,0.0,57,4.0
0,0.0,1100000.0,2944.0,2.0,0.0,1.0,3.0,1,0,0,0.0,0.0,62,5.0
1,5000.0,304000.0,1323.0,3.0,2.0,1.0,4.0,3,1,227,8.0,4.0,5,7.0
1,0.0,220000.0,1002.0,2.0,2.0,1.0,3.0,3,0,26,3.0,1.0,66,5.0
1,0.0,25000.0,840.0,1.0,0.0,1.0,2.0,1,0,87,4.0,1.0,107,3.0
1,5000.0,165000.0,910.0,1.0,0.0,1.0,1.0,1,0,132,3.0,1.0,96,2.0
1,3400.0,253000.0,1356.0,1.0,3.0,1.0,3.0,1,0,91,6.0,2.0,74,4.0
1,7000.0,315000.0,1718.0,3.0,3.0,2.0,4.0,3,0,133,6.0,2.0,20,7.0
0,0.0,97000.0,1130.0,1.0,1.0,2.0,2.0,1,0,13,2.0,1.0,82,3.0
1,7900.0,136000.0,1439.0,1.0,0.0,2.0,3.0,1,0,125,2.0,0.0,117,4.0
1,5100.0,153000.0,804.0,1.0,2.0,1.0,2.0,3,0,57,6.0,2.0,107,3.0
1,4100.0,354900.0,1558.0,3.0,2.0,1.0,3.0,1,0,97,9.0,4.0,71,6.0
1,10000.0,165000.0,925.0,1.0,1.0,1.0,1.0,3,0,126,6.0,3.0,94,2.0
1,9999.0,274000.0,1206.0,2.0,2.0,2.0,2.0,2,0,181,4.0,2.0,39,4.0
1,0.0,214000.0,1222.0,2.0,2.0,1.0,3.0,2,0,55,6.0,2.0,72,5.0
1,16000.0,109000.0,720.0,1.0,0.0,1.0,2.0,1,0,50,7.0,2.0,70,3.0
1,0.0,155000.0,1308.0,2.0,1.0,2.0,2.0,1,1,113,4.0,1.0,20,4.0
1,0.0,259500.0,1083.0,2.0,2.0,1.0,3.0,1,0,40,6.0,2.0,65,5.0
1,10000.0,185000.0,1005.0,1.0,2.0,1.0,3.0,3,0,76,3.0,0.0,64,4.0
1,0.0,272000.0,1377.0,2.0,0.0,2.0,3.0,1,0,77,6.0,3.0,83,5.0
1,0.0,185000.0,864.0,2.0,1.0,1.0,2.0,1,0,43,7.0,3.0,76,4.0
1,11000.0,230000.0,1490.0,2.0,1.0,2.0,4.0,2,0,55,4.0,2.0,83,6.0
1,0.0,159900.0,672.0,1.0,1.0,1.0,2.0,1,0,29,3.0,0.0,75,3.0
1,0.0,69500.0,720.0,1.0,1.0,1.0,2.0,1,0,43,2.0,0.0,72,3.0
1,0.0,399900.0,1421.0,3.0,2.0,2.0,3.0,1,0,41,9.0,4.0,60,6.0
1,0.0,172000.0,1078.0,2.0,1.0,1.0,2.0,3,0,39,5.0,2.0,102,4.0
1,0.0,155000.0,1038.0,2.0,1.0,1.0,2.0,3,0,116,6.0,3.0,54,4.0
1,0.0,355000.0,3857.0,3.0,0.0,2.0,4.0,1,0,31,8.0,3.0,123,7.0
1,0.0,332500.0,1761.0,3.0,2.0,2.0,3.0,1,0,66,6.0,3.0,16,6.0
1,0.0,235000.0,1440.0,2.0,2.0,1.0,0.0,3,0,55,5.0,0.0,46,2.0
1,0.0,160000.0,857.0,1.0,0.0,1.0,2.0,1,0,79,8.0,4.0,83,3.0
1,0.0,212000.0,978.0,2.0,1.0,1.0,2.0,3,0,28,10.0,4.0,71,4.0
1,55400.0,197000.0,1911.0,3.0,2.0,1.0,3.0,2,0,60,4.0,3.0,64,6.0
1,0.0,234000.0,799.0,2.0,0.0,2.0,3.0,1,0,36,9.0,3.0,46,5.0
1,0.0,240000.0,1034.0,2.0,2.0,2.0,3.0,1,0,142,6.0,1.0,49,5.0
1,14000.0,114000.0,1081.0,2.0,0.0,1.0,4.0,1,0,119,6.0,4.0,73,6.0
1,5000.0,280000.0,1463.0,3.0,2.0,2.0,3.0,1,0,127,9.0,4.0,24,6.0
1,0.0,232000.0,768.0,2.0,2.0,1.0,3.0,1,0,42,7.0,4.0,74,5.0
1,191000.0,335000.0,938.0,1.0,0.0,1.0,2.0,1,0,71,4.0,1.0,113,3.0
1,5000.0,379990.0,1564.0,3.0,3.0,1.0,4.0,2,0,311,6.0,3.0,2,7.0
1,0.0,245000.0,1386.0,2.0,2.0,2.0,3.0,3,0,50,10.0,4.0,84,5.0
1,5000.0,172900.0,884.0,1.0,0.0,1.0,2.0,3,0,59,9.0,3.0,103,3.0
1,0.0,145000.0,875.0,1.0,0.0,1.0,3.0,3,0,84,4.0,0.0,63,4.0
1,10000.0,335000.0,1636.0,2.0,1.0,2.0,3.0,2,0,84,7.0,3.0,78,5.0
1,7000.0,12900.0,1630.5,2.0,0.0,1.0,3.0,2,0,99,1.0,0.0,26,5.0
1,0.0,240000.0,1470.0,2.0,2.0,1.0,3.0,1,0,31,6.0,4.0,37,5.0
1,0.0,155000.0,1280.0,2.0,1.0,1.0,3.0,2,0,37,3.0,1.0,51,5.0
1,0.0,42900.0,1532.0,3.0,2.0,2.0,3.0,1,1,38,2.0,0.0,49,6.0
1,0.0,19900.0,1630.5,2.0,0.0,1.0,3.0,2,0,67,1.0,0.0,29,5.0
1,0.0,42000.0,1359.0,2.0,0.0,2.0,2.0,1,0,53,2.0,1.0,103,4.0
1,0.0,18900.0,1630.5,2.0,0.0,1.0,3.0,2,0,0,1.0,0.0,28,5.0
1,5000.0,214000.0,1672.0,2.0,2.0,1.0,3.0,2,0,65,8.0,3.0,18,5.0
1,800.0,3800.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,10000.0,15900.0,1630.5,2.0,0.0,1.0,2.0,2,0,0,1.0,0.0,21,4.0
1,3500.0,4500.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,5000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,20000.0,250000.0,1641.0,2.0,2.0,1.0,3.0,2,0,0,7.0,2.0,28,5.0
1,0.0,94500.0,1209.0,1.0,0.0,1.0,2.0,2,0,0,4.0,2.0,100,3.0
1,0.0,119900.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,14900.0,1630.5,2.0,0.0,1.0,2.0,2,0,0,1.0,0.0,26,4.0
1,3200.0,20700.0,1252.0,1.0,0.0,1.0,3.0,1,0,0,0.0,0.0,103,4.0
1,17000.0,5900.0,1630.5,2.0,0.0,1.0,3.0,2,0,0,0.0,0.0,23,5.0
0,0.0,130000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,68000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,142000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,207000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,346001.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,275000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,141000.0,1360.0,0.0,0.0,1.0,3.0,1,0,0,0.0,0.0,51,3.0
0,0.0,10000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,10000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,230000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,475000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,127000.0,4704.0,1.0,0.0,1.0,2.0,2,0,44,5.0,1.0,74,3.0
1,0.0,231650.0,998.0,1.0,2.0,1.0,2.0,2,0,44,5.0,3.0,68,3.0
1,1000.0,140000.0,1300.0,2.0,2.0,2.0,3.0,2,0,105,3.0,0.0,51,5.0
1,0.0,269000.0,1926.0,2.0,2.0,1.0,3.0,2,0,42,7.0,5.0,30,5.0
1,14900.0,315000.0,2298.0,3.0,2.0,2.0,3.0,2,0,105,6.0,2.0,19,6.0
1,0.0,385000.0,2376.0,2.0,2.0,2.0,3.0,2,0,68,8.0,6.0,20,5.0
1,10000.0,161500.0,936.0,2.0,1.0,2.0,2.0,2,0,57,6.0,4.0,37,4.0
1,0.0,310000.0,3240.0,3.0,2.0,2.0,4.0,1,0,38,7.0,5.0,20,7.0
1,0.0,220000.0,1899.0,3.0,2.0,2.0,3.0,1,0,60,2.0,1.0,22,6.0
1,5000.0,75000.0,1360.0,1.0,2.0,2.0,2.0,2,0,32,0.0,0.0,69,3.0
1,4000.0,220000.0,1455.0,2.0,2.0,1.0,3.0,2,0,87,7.0,5.0,16,5.0
1,0.0,330000.0,2548.0,4.0,2.0,2.0,4.0,1,0,46,7.0,5.0,30,8.0
1,0.0,325000.0,2595.0,3.0,2.0,2.0,3.0,2,0,29,7.0,3.0,20,6.0
1,0.0,69000.0,1012.0,1.0,0.0,2.0,2.0,1,0,45,3.0,1.0,50,3.0
1,4000.0,281000.0,2246.0,3.0,2.0,2.0,3.0,1,0,48,6.0,3.0,18,6.0
1,0.0,85000.0,1110.0,2.0,1.0,1.0,2.0,2,0,26,0.0,0.0,103,4.0
1,5000.0,100000.0,1071.0,1.0,0.0,1.0,3.0,1,0,162,3.0,0.0,98,4.0
1,0.0,261000.0,1822.0,1.0,1.0,1.0,3.0,2,0,69,2.0,0.0,73,4.0
0,0.0,323000.0,2119.0,3.0,2.0,2.0,3.0,2,0,0,3.0,1.0,1,6.0
1,4900.0,92500.0,825.0,1.0,0.0,1.0,2.0,1,0,142,2.0,0.0,99,3.0
1,5000.0,160000.0,970.0,1.0,0.0,1.0,2.0,1,0,95,5.0,2.0,103,3.0
1,5000.0,421000.0,2461.0,4.0,2.0,1.0,3.0,2,0,94,5.0,2.0,30,7.0
0,0.0,360000.0,2953.0,3.0,2.0,2.0,4.0,1,0,0,2.0,0.0,2,7.0
1,15000.0,280000.0,1290.0,1.0,2.0,1.0,2.0,2,0,64,4.0,1.0,75,3.0
1,0.0,218829.0,1394.0,2.0,2.0,1.0,3.0,2,0,15,4.0,2.0,64,5.0
1,7400.0,143500.0,1483.0,2.0,0.0,2.0,3.0,2,0,70,2.0,0.0,103,5.0
1,0.0,165900.0,1044.0,1.0,1.0,1.0,3.0,2,0,0,8.0,3.0,61,4.0
0,0.0,530000.0,2741.0,4.0,2.0,2.0,3.0,3,0,0,5.0,3.0,27,7.0
1,0.0,145000.0,957.0,1.0,1.0,1.0,3.0,1,0,51,2.0,0.0,64,4.0
1,5500.0,236000.0,1560.0,2.0,2.0,2.0,3.0,1,0,0,10.0,6.0,35,5.0
1,0.0,265000.0,1520.0,3.0,2.0,2.0,4.0,2,0,0,6.0,3.0,34,7.0
1,0.0,158000.0,1302.0,1.0,1.0,1.0,3.0,2,0,0,2.0,0.0,42,4.0
1,0.0,240000.0,1590.0,2.0,2.0,1.0,2.0,3,0,0,8.0,4.0,16,4.0
1,0.0,322000.0,1038.0,1.0,1.0,1.0,2.0,2,0,0,7.0,2.0,83,3.0
0,0.0,235000.0,1478.0,2.0,2.0,1.0,3.0,1,0,0,3.0,1.0,18,5.0
1,5100.0,300000.0,1258.0,3.0,1.0,2.0,2.0,1,0,0,5.0,2.0,3,5.0
